1105,"We have integration partnerships with Adobe, DoubleClick, Salesforce, and other third-party marketers and in 2017, we signed an agreement with Facebook which will integrate across Facebooks social analytics solution into the Marchex Omnichannel Analytics Cloud.",0,0,1
555,"Mister Haley is also a Director of United Stationers, Inc and Cambrex Corporation.",0,1,0
1103,We have entered into strategic partnerships with Visa and MasterCard to further expand our relationships with these networks in a way that will make it easier for merchants to accept and consumers to choose to pay with Visa and MasterCard credit and debit cards.,0,0,1
1422,We entered into alliances with M&T Bank and Evans Bank to provide customers surcharge free access to their accounts with us through the ATMiss of these institutions as well as our own.,0,0,1
414,"Companies who compete directly with our semiconductor businesses include, but are not limited to, Altera, Analog Devices, Atmel, Freescale, Integrated Device Technology, GSI Technology, Integrated Silicon Solution, Inc, Lattice Semiconductor, Linear Technology, Maxim Integrated Products, Microchip Technology, Renesas, Samsung, Silicon Laboratories, Standard Microsystems, Synaptics, Texas Instruments and Xilinx.",1,0,0
1241,"Hewlett Packard Enterprise (HPE) Citrix and HPE have a 20-year alliance that has been marked by innovation in response to changes that occur across industries and organizations, often fueled by dynamic technology trends.",0,0,1
438,"Some of our principal competitors include Microsemi Corporation (Nasdaq: MSCC), Aeroflex Incrporated, Anaren, Inc (Nasdaq: ANEN), as well as numerous other competitors in specific business lines.",1,0,0
942,He also is a director of Spire Corporation.,0,1,0
356,"We currently face competition from a number of sources, including: customers internal IT departments; providers of products that compete directly with ChangeMan ZMF and Comparex, such as Computer Associates, IBM and smaller private companies; providers of application development programmer productivity and system management products, such as Compuware, IBM and smaller private companies; providers of mainframe application availability products that compete directly with Serena Comparex and the Serena StarTool product family, such as Compuware, IBM, Computer Associates and smaller private companies; and providers of web content management products that compete directly with Serena Collage, such as Interwoven, Vignette, and Documentum. Competition in the Software Configuration Management (SCM) Distributed Systems Market. ",1,0,0
1482,"We have established relationships with key distributors, value-added resellers and systems integrators such as Avant Telecoms Inc, Communications Services International, Inc, Comstor, Digital China, Hutton Communication, Inc, Ingram Micro, Somera Communications Inc, Tech Data, Tessco Technologies Incrporated and Westcon Inc to market and sell our systems.",0,0,1
949,Doctor  Sorenson also serves as a director of Eaton Vance Corp. and Polaroid Corporation.,0,1,0
286,"Significant competitors in this market include Panasonic, Rockwell Collins and Thales all of whom are also our customers.",1,0,0
750,"112 Doctor  Cunningham was elected a Group Vice Chairman of EPCO in December 2007 having previously served as a Director of EPCO from 1987 to 1997.He serves as a Director of Tetra Technologies, Inc (a publicly traded energy services and chemical company), LE GP, the general partner of Energy Transfer Equity (a publicly traded energy services partnership) and Agrium, Inc (a Canadian publicly traded agricultural chemicals company).In addition, Doctor  Cunningham serves as a Director and the Chairman of the Safety, Health and Responsibility Committee of Cenovus Energy Inc (a Canadian publicly traded oil company).Doctor  Cunningham retired in 1997 from CITGO Petroleum Corporation, where he had served as President and CEO since 1995.",0,1,0
799,"He is also a director of Sempra Energy, an energy services company and a director of Peabody Energy, a coal producing company.",0,1,0
229,"A., Bally Technologies, Inc, Franco Gaming Ltd., Inspired Gaming Group Limited, Konami Digital Entertainment,Inc, Multimedia Games, Inc and the Novomatic Group of Companies.",1,0,0
623,"Edward E. Cohen, age 73, has been a director since March 2005 and was our Chairman from March 2005 to November 2009.Mister Cohen is Chairman of Resource America, the corporate parent of our manager, a position he has held since 1990.He was Resource Americas Chief Executive Officer from 1988 to 2004 and its President from 2000 to 2003.He has been the Chairman of the Managing Board of Atlas Pipeline Partners GP, LLC since its formation in 1999 and was Chief Executive Officer from 1999 to 2009.Atlas Pipeline GP is the general partner of Atlas Pipeline Partners, L.P., a publicly-traded (NYSE: APL) natural gas pipeline limited partnership.",0,1,0
84,"Our primary competitors for customer relationship management software platforms are larger, more established companies such as Oracle.",1,0,0
167,"Key competitors for FourthShift and FourthShift Edition for SAP Business One include Epicor Software Corporation; QAD, Inc; SYSPRO Impact Software, Inc; Microsoft Corporation; Oracle Corporation; Consona Corporation; and Infor Global Solutions.",1,0,0
412,"Our current competitors include: suppliers of or licensors of discrete and integrated GPUs and accelerated computing processing solutions, including chipsets that incorporate 3D graphics functionality as part of their existing solutions, such as Advanced Micro Devices, or AMD, ARM Holdings plc, Imagination Technologies Group plc, Intel Corporation, or Intel, and Xilinx, Inc; and suppliers of SOC products that are embedded into automobiles and smart devices such as televisions, monitors, set-top boxes, and gaming devices, such as Ambarella, Inc, AMD, Apple, Inc, Broadcom Ltd., Intel, Mobileye N.V., Qualcomm Incrporated, Renesas Electronics Corporation, Samsung, and Texas Instruments Incrporated.",1,0,0
537,"He also serves as Director of Astec Industries, Inc headquartered in Chattanooga, Tennessee; and Louisiana-Pacific Corporation headquartered in Nashville, TN.",0,1,0
1217,"Specifically, we have entered into strategic partnerships with Servier, AstraZeneca and Seattle Genetics, or collectively, the Strategic Partnerships, and other non-strategic license or option agreements with ASKA and other biopharmaceutical companies, or collectively, the License Agreements.",0,0,1
669,"Clarke has served on the board of directors of Red Hat, Inc, an enterprise software company, since 2008.He served as Chairman of Orbitz Worldwide, a global online travel agency, after leading the companys IPO in July 2007, until April 2014 and was also a director for the Compuware Corporation, an enterprise software company, from November 2013 until December 2014.Mister  Clarke served on the board of directors of Utstarcom, which designs and manufactures communications equipment, from 2005 to 2010.",0,1,0
200,"Competing producers of automated equipment and laser material processing tools to deliver high power one-micron laser systems include Optoskand AB and Precitec, Inc Competing producers of YAG materials and optics include Northrop Grumman Corporation and CVI Melles Griot.",1,0,0
303,Additional recent new competitors also include traditional third party solar finance companies such as SunRun.,1,0,0
464,"Our competitors include Alcatel-Lucent; Amazon Web Services LLC; Arista Networks, Inc; ARRIS Group, Inc; Aruba Networks, Inc; Avaya Inc; Brocade Communications Systems, Inc; Check Point Software Technologies Ltd.; Citrix Systems, Inc; Dell Inc; LM Ericsson Telephone Company; Extreme Networks, Inc; F5 Networks, Inc; FireEye, Inc; Fortinet, Inc; Hewlett-Packard Company; Huawei Technologies Co., Ltd.; International Business Machines Corporation; Juniper Networks, Inc; Microsoft Corporation; Motorola Solutions, Inc; Palo Alto Networks, Inc; Polycom, Inc; Riverbed Technology, Inc; Ruckus Wireless, Inc; Symantec Corporation; and VMware, Inc; among others.",1,0,0
405,"In the debit card sector, we also encounter substantial and increasingly intense competition from ATM and point-of-sale debit networks in various countries, such as Interlink, Plus and Visa Electron (owned by Visa Inc), Star (owned by First Data Corporation), NYCE (owned by FIS), and Pulse (owned by Discover), in the United States, Interac in Canada and Bankserv in South Africa.",1,0,0
1039,"In connection with this alliance, Regulus Therapeutics received $20.0million in upfront payments from GSK, including a $15.0million option fee and a loan of $5.0million evidenced by a promissory note (guaranteed by Isis and the Company) that will convert into Regulus Therapeutics common stock under certain specified circumstances.",0,0,1
940,Mister  Higdon has also been a Director of HealthSouth Corporation since 2004.,0,1,0
50,"Some competitors, especially networking and telecommunications equipment vendors, such as Lucent Technologies Inc, Cisco Systems, Inc, Huwaei Technologies, Sonus Networks, Inc and Nortel Networks Ltd., have significantly greater financial resources and broader customer relationships than does the Company.",1,0,0
524,"SunTrust Banks, Inc received fees from the Company in 2003 for services rendered as the transfer agent of the Company.",0,1,0
101,"The oil and gas services industry includes a small number of dominant global competitors including, among others, Halliburton Energy Services Group, a division of Halliburton Company, BJ Services Company and Schlumberger Ltd., and a significant number of locally oriented businesses.",1,0,0
307,"Pay-for-click services face intense competition from other search engines, such as Baidu.com (Baidu), so.com of Qihoo 360 Technology Co., Ltd. (Qihoo), Google.com (Google), Youdao of Netease, and Bing of Microsoft.",1,0,0
943,"Code of Ethics The Company and its affiliates, including, but not limited to, Gladstone Capital Corporation, Gladstone Investment Corporation, Gladstone Commercial Corporation, our Adviser, our Administrator and Gladstone Securities, LLC, have adopted a code of ethics and business conduct applicable to all personnel of such companies that complies with the guidelines set forth in Item406 of Regulation S-K under the Securities Act.",0,1,0
172,"Principal competitors for our analog/mixed-signal products include Fairchild Semiconductor International,Inc, Intersil Corporation, Linear Technology Corporation, Maxim Integrated Products, National Semiconductor and Texas Instruments Incrporated.",1,0,0
997,"Mister Maier has served as the Chief Executive Officer and a member of the board of directors of Linear Technology Corporation (Nasdaq: LLTC), a supplier of high performance analog integrated circuits, which is a publicly traded company, since January 2005.",0,1,0
680,"Previously, Mister  Cunningham was with Pfizer, Inc, where he served in a series of sales and leadership and general management roles for 21 years.",0,1,0
838,"Pursuant to Intel Capitals investment, our board of directors appointed Renee James as a new board member designated by Intel and acceptable to our board.",0,1,0
915,"She serves as a director of Barnes & Noble, Inc, a retail bookseller, and Potbelly Corporation, a chain of neighborhood sandwich shops.",0,1,0
926,"He is also currently a member of the board of directors of Halozyme Therapeutics, Inc, Celator Pharmaceuticals, Inc, Transgene SA, Items and Onxeo.",0,1,0
152,Competition from Microsoft for the collaboration software and services markets may adversely affect us as we launch our new product set and try to gain market share in this space.,1,0,0
588,"Prior to joining Rouse Properties, our Chief Operating Officer, Benjamin Schall, served as the Senior Vice President of the Retail Division at Vornado Realty Trust.",0,1,0
1196,"We continue to maintain strong links to the travel industry including marketing alliances with numerous marketing partners in 2017: We maintain marketing partnerships with many major airlines, including Air Canada, Air France, Air New Zealand, American Airlines, British Airways, Frontier Airlines, Hawaiian Airlines, Iberia Airlines, Japan Airlines, JetBlue Airways, KLM, Lufthansa, Qantas, SAS, Southwest Airlines and Virgin America; We also maintain marketing partnerships with many major hotel companies, including Best Western International, Inc, Hilton Hotels Corporation, Hyatt Corporation, MGM Resorts International, Radisson Hotels and Resorts, Universal Parks & Resorts and Wyndham Worldwide; We offer customers the ability to earn frequent traveler points with many major airlines and hotels frequent traveler programs, and we are the exclusive rental partner of the Wyndham Rewards program; and We have marketing relationships with numerous non-travel entities, such as affinity groups, membership organizations, retailers, financial institutions and credit card companies.",0,0,1
1081,"Currently, our partners include Accenture Ltd., Capgemini SA, Computer Sciences Corporation, Cognizant Technology Solutions Inc, and International Business Machines Corporation.",0,0,1
920,"Doctor Doctor ismann currently serves on the boards of directors of several public and private diagnostic companies, including Myriad Genetics, Inc, a public molecular diagnostic company, and GeneNews, a Canadian public molecular diagnostics company.",0,1,0
901,"Mister  Stafeil currently serves on the board of directors of Mentor Graphics Corporation and Metaldyne Performance Group, Inc William M. Robertson has been Visteons Vice President and Corporate Controller since June 2015.",0,1,0
1445,"In February 2002, we entered into a two-year agreement under which we will develop and provide Sprint PCS with a wireless PC Card modem that runs on the CDMA 1XRTT network.",0,0,1
1262,"To better meet these needs, we partner with key industry leaders, such as IBM Corporation, Microsoft Corporation, Oracle Corporation, SAP Corporation, Symantec Corporation and VMware, Inc, to develop integrated solutions that optimize the performance of customers applications and their infrastructure.",0,0,1
645,"Doctor  Nottenburg is currently a member of the boards of directors of PMC Sierra, Inc (where he is also a member of the audit committee), Verint Systems Inc, (where he is also chairman of the compensation committee) and Aeroflex Corporation.",0,1,0
255,"Paving equipment and screed competitors include Weiler, Caterpillar Paving Products, Inc, Volvo Construction Equipment, Vogele America, a subsidiary of Wirtgen America, Dynapac, a subsidiary of Atlas-Copco, Bomag Fayat Group and Lee Boy.",1,0,0
767,"Mister  Jasinski has served on the board of directors of Massachusetts Bay Lines since 2015 and of LeMaitre Vascular, Inc since 2003.",0,1,0
516,"ESL owns approximately 40.5% of the outstanding common stock of AutoZone (based on publicly available data as of March9, 2010), and Mister Crowley serves as a director of AutoZone.",0,1,0
1171,License revenues from related parties refers to license revenues from our strategic alliance with Amgen. ,0,0,1
781,"Mister Thomas currently serves as a member of the board of directors of the following publicly-held companies: ABIOMED, Inc (NASDAQ: ABMD), a medical devices company focused on products that provide circulatory support, since May 2011 and RTI Surgical (NASDAQ: RTIX), a global surgical implant company, since 2016.",0,1,0
694,"Doctor de Geus has also served on the board of directors of Applied Materials,Inc since July 2007.",0,1,0
190,"Our competition varies and includes national conventional supermarkets such as Kroger and Safeway, regional supermarkets such as Harris Teeter and Publix, national superstores such as Wal-Mart and Target, alternative food retailers such as Whole Foods and Trader Joes, and local supermarkets, natural foods stores, smaller specialty stores and farmers markets.",1,0,0
1412,"Key partners include: Microsoft, VMware, Hewlett Packard, IBM, Dell, Toshiba, Atmel, Ember, Freescale, Qualcomm, Sierra Wireless, Ericsson, Itron, AT&T, Sprint, Verizon, Bell Mobility, Rogers and several other cellular carriers worldwide.",0,0,1
525,"Since 1995, Mister  LaBorde has been President and Chief Executive Officer of Piccadilly Cafeterias, Inc (Piccadilly), a publicly held retail restaurant business.",0,1,0
1131,"We entered into an alliance with Biogen Idec to develop and commercialize a drug to treat myotonic dystrophy type 1, or DM1.",0,0,1
1151,"We have developed long standing, strategic partnerships with leading cloud systems vendors, including Cisco Systems, Dell EMC, Hewlett Packard Enterprise, NetApp, Microsoft, Amazon Web Services and VMware.",0,0,1
223,"We face direct or indirect competition from numerous companies including the following: large, well-established business and financial information providers such as Dow Jones & Co., Pearson PLC, Reuters Group PLC, and McGraw-Hill Companies Inc; aggregators of business and financial information, such as LexisNexis, The Dialog Corporation, Factiva, NewsEdge Corporation, and Bureau Van Dijk Computer Services SA; providers of company information, such as Disclosure Incrporated, Market Guide Inc (a Multex.com subsidiary), Hemscott Group Ltd., and Hoovers, Inc; providers of sales, marketing, and credit information such as Dun & Bradstreet Corp., InfoUSA Inc, and Siebel Systems, Inc; and Web retrieval, Web portal companies, and other free or low-cost mass market on-line services, such as TerraNetworks, S.A., Yahoo Inc, AOL-Time Warner, Inc, MarketWatch.com, and TheStreet.com, Inc Based on reported operating results, industry reports and other publicly available information, we believe that many of our existing competitors, as well as a number of prospective competitors, have longer operating histories, greater name recognition, larger customer bases, and significantly greater financial, technical and marketing resources than we possess.",1,0,0
1162,"We have formed such partnerships more recently with Leighton Contractors in Australia, Mitsui Engineering and Shipbuilding in Japan, and Lockheed Martin in the US.",0,0,1
954,"Since September 2013, Mister Washburn has served on the board of directors of Jones Energy, Inc, a publically traded oil and gas exploration and production company, and he serves on the Audit Committee, the Compensation Committee and the Nominating and Corporate Governance Committee.",0,1,0
61,"Competition We expect that we will face substantial competition from dominant digital media and entertainment companies and websites such as gawker.com and Mode Medias glam.com, as well as Facebook application providers in the social media space such as Pinterest.",1,0,0
437,"Competition includes Smith & Nephew, plc; Arthrex, Inc; Stryker Corporation; Olympus, Inc and Karl Storz GmbH. International Maintaining and expanding our international presence is an important component of our long-term growth plan.",1,0,0
353,"We currently compete with companies that offer products that target email and data security, continuity and archiving, as well as large providers such as Google Inc and Microsoft Corporation, which offer functions and tools as part of their core mailbox services that may be, or be perceived to be, similar to ours.",1,0,0
422,"Competition Competitors to the Microsoft Office system include many software application vendors such as Adobe, Apple, Corel, Google, IBM, Novell, Oracle, Red Hat, Zoho, and local application developers in Asia and Europe.",1,0,0
490,"We expect increased competition from our primary PLD competitors, Altera Corporation (Altera), Lattice Semiconductor Corporation (Lattice) and Actel Corporation (Actel), from the ASIC market, which has been ongoing since the inception of FPGAs, from the ASSP market, and from new companies that may enter the traditional programmable logic market segment.",1,0,0
1053,"By partnering with Microsoft, we are able to leverage the two companies complementary technologies and together pursue opportunities in industrial sectors.",0,0,1
1157,"Microsoft Partnership In November of 2015, we established a partnership with Microsoft initiated by our participation at the Ignite your Business Windows 10 Hello twelve city launch tour.",0,0,1
466,"We believe that the largest competitors for our domestic fluid management services include Basic Energy Services, Inc, Superior Energy Services, Inc, Nabors Industries Ltd., Heckmann Water Resources Corporation (owned by Nuverra Environmental Solutions) and Stallion Oilfield Services Ltd. Numerous smaller companies also compete in the fluid management services market in the United States.",1,0,0
153,"Our principal competitors for our bars and shapes business include Gerdau Ameristeel, Nucor and Alton Steel.",1,0,0
1038,"In the years since, Commvault has forged numerous alliances with top software application and hardware vendors, such as Hitachi Vantara, Microsoft, Network Appliance, Fujitsu, Novell and Oracle, to enhance capabilities and to create a premiere suite of data and information management solutions.",0,0,1
